 JDAY,ELEVATION(m),DisslvedOxygen(mg/l)
  285.5000,  108.35,    0.65,
  285.5000,  106.35,    0.00,
  285.5000,  104.35,    0.00,
  285.5000,  102.35,    0.00,
  285.5000,  100.35,    0.00,
  285.5000,   98.35,    0.00,
  285.5000,   96.35,    0.00,
  285.5000,   94.35,    0.02,
  285.5000,   92.35,    0.50,
  285.5000,   90.35,    1.99,
  285.5000,   88.35,    4.79,
  285.5000,   86.35,    6.75,
  285.5000,   84.35,    9.19,
  285.5000,   82.35,   12.40,
  285.5000,   80.35,   12.50,
  285.5000,   78.35,   12.50,
  285.5000,   76.35,   12.50,
  285.5000,   74.35,   12.50,
  285.5000,   72.35,   12.50,
  285.5000,   70.35,   12.50,
  285.5000,   68.35,   12.50,
  286.5000,  123.89,  -99.00,
  286.5000,  123.79,    8.01,
  286.5000,  120.35,    7.93,
  286.5000,  118.35,    7.85,
  286.5000,  116.35,    7.73,
  286.5000,  114.35,    7.28,
  286.5000,  112.35,    5.71,
  286.5000,  110.35,    2.53,
  286.5000,  108.35,    0.36,
  286.5000,  106.35,    0.00,
  286.5000,  104.35,    0.00,
  286.5000,  102.35,    0.00,
  286.5000,  100.35,    0.00,
  286.5000,   98.35,    0.00,
  286.5000,   96.35,    0.00,
  286.5000,   94.35,    0.00,
  286.5000,   92.35,    0.00,
  286.5000,   90.35,    0.41,
  286.5000,   88.35,    2.76,
  286.5000,   86.35,    5.03,
  286.5000,   84.35,    6.95,
  286.5000,   82.35,   10.47,
  286.5000,   80.35,   12.50,
  286.5000,   78.35,   12.50,
  286.5000,   76.35,   12.50,
  286.5000,   74.35,   12.50,
  286.5000,   72.35,   12.50,
  286.5000,   70.35,   12.50,
  286.5000,   68.35,   12.50,
  287.5000,  123.89,  -99.00,
  287.5000,  123.79,    7.17,
  287.5000,  120.35,    7.09,
  287.5000,  118.35,    6.97,
  287.5000,  116.35,    6.55,
  287.5000,  114.35,    4.81,
  287.5000,  112.35,    3.28,
  287.5000,  110.35,    0.85,
  287.5000,  108.35,    0.00,
  287.5000,  106.35,    0.00,
  287.5000,  104.35,    0.00,
  287.5000,  102.35,    0.00,
  287.5000,  100.35,    0.00,
  287.5000,   98.35,    0.00,
  287.5000,   96.35,    0.00,
  287.5000,   94.35,    0.00,
  287.5000,   92.35,    0.01,
  287.5000,   90.35,    0.76,
  287.5000,   88.35,    3.21,
  287.5000,   86.35,    5.26,
  287.5000,   84.35,    7.31,
  287.5000,   82.35,   10.51,
  287.5000,   80.35,   12.50,
  287.5000,   78.35,   12.50,
  287.5000,   76.35,   12.50,
  287.5000,   74.35,   12.50,
  287.5000,   72.35,   12.50,
  287.5000,   70.35,   12.50,
  287.5000,   68.35,   12.50,
  288.5000,  123.89,  -99.00,
  288.5000,  123.79,    6.56,
  288.5000,  120.35,    6.49,
  288.5000,  118.35,    6.43,
  288.5000,  116.35,    6.50,
  288.5000,  114.35,    4.81,
  288.5000,  112.35,    3.72,
  288.5000,  110.35,    2.01,
  288.5000,  108.35,    0.26,
  288.5000,  106.35,    0.00,
  288.5000,  104.35,    0.00,
  288.5000,  102.35,    0.00,
  288.5000,  100.35,    0.00,
  288.5000,   98.35,    0.00,
  288.5000,   96.35,    0.00,
  288.5000,   94.35,    0.00,
  288.5000,   92.35,    0.37,
  288.5000,   90.35,    2.05,
  288.5000,   88.35,    5.06,
  288.5000,   86.35,    6.77,
  288.5000,   84.35,    9.15,
  288.5000,   82.35,   12.50,
  288.5000,   80.35,   12.51,
  288.5000,   78.35,   12.51,
  288.5000,   76.35,   12.51,
  288.5000,   74.35,   12.51,
  288.5000,   72.35,   12.51,
  288.5000,   70.35,   12.51,
  288.5000,   68.35,   12.51,
  289.5000,  123.89,  -99.00,
  289.5000,  123.79,    6.22,
  289.5000,  120.35,    6.10,
  289.5000,  118.35,    6.02,
  289.5000,  116.35,    6.00,
  289.5000,  114.35,    5.82,
  289.5000,  112.35,    2.95,
  289.5000,  110.35,    1.89,
  289.5000,  108.35,    0.58,
  289.5000,  106.35,    0.02,
  289.5000,  104.35,    0.00,
  289.5000,  102.35,    0.00,
  289.5000,  100.35,    0.00,
  289.5000,   98.35,    0.00,
  289.5000,   96.35,    0.00,
  289.5000,   94.35,    0.00,
  289.5000,   92.35,    0.00,
  289.5000,   90.35,    0.49,
  289.5000,   88.35,    3.27,
  289.5000,   86.35,    5.64,
  289.5000,   84.35,    7.63,
  289.5000,   82.35,   11.53,
  289.5000,   80.35,   12.50,
  289.5000,   78.35,   12.50,
  289.5000,   76.35,   12.50,
  289.5000,   74.35,   12.50,
  289.5000,   72.35,   12.50,
  289.5000,   70.35,   12.50,
  289.5000,   68.35,   12.50,
  290.5000,  123.89,  -99.00,
  290.5000,  123.79,    6.23,
  290.5000,  120.35,    6.08,
  290.5000,  118.35,    5.83,
  290.5000,  116.35,    4.74,
  290.5000,  114.35,    3.50,
  290.5000,  112.35,    1.66,
  290.5000,  110.35,    1.16,
  290.5000,  108.35,    0.17,
  290.5000,  106.35,    0.00,
  290.5000,  104.35,    0.00,
  290.5000,  102.35,    0.00,
  290.5000,  100.35,    0.00,
  290.5000,   98.35,    0.00,
  290.5000,   96.35,    0.00,
  290.5000,   94.35,    0.00,
  290.5000,   92.35,    0.00,
  290.5000,   90.35,    0.02,
  290.5000,   88.35,    2.26,
  290.5000,   86.35,    4.80,
  290.5000,   84.35,    6.76,
  290.5000,   82.35,   10.37,
  290.5000,   80.35,   12.50,
  290.5000,   78.35,   12.50,
  290.5000,   76.35,   12.50,
  290.5000,   74.35,   12.50,
  290.5000,   72.35,   12.50,
  290.5000,   70.35,   12.50,
  290.5000,   68.35,   12.50,
  291.5000,  123.89,  -99.00,
  291.5000,  123.79,    5.51,
  291.5000,  120.35,    5.38,
  291.5000,  118.35,    4.68,
  291.5000,  116.35,    4.37,
  291.5000,  114.35,    4.07,
  291.5000,  112.35,    2.60,
  291.5000,  110.35,    1.45,
  291.5000,  108.35,    0.46,
  291.5000,  106.35,    0.00,
  291.5000,  104.35,    0.00,
  291.5000,  102.35,    0.00,
  291.5000,  100.35,    0.00,
  291.5000,   98.35,    0.00,
  291.5000,   96.35,    0.00,
  291.5000,   94.35,    0.00,
  291.5000,   92.35,    0.08,
  291.5000,   90.35,    1.37,
  291.5000,   88.35,    4.49,
  291.5000,   86.35,    6.49,
  291.5000,   84.35,    8.69,
  291.5000,   82.35,   12.51,
  291.5000,   80.35,   12.51,
  291.5000,   78.35,   12.51,
  291.5000,   76.35,   12.51,
  291.5000,   74.35,   12.51,
  291.5000,   72.35,   12.51,
  291.5000,   70.35,   12.51,
  291.5000,   68.35,   12.51,
  292.5000,  123.89,  -99.00,
  292.5000,  123.79,    6.33,
  292.5000,  120.35,    6.24,
  292.5000,  118.35,    6.20,
  292.5000,  116.35,    6.19,
  292.5000,  114.35,    6.20,
  292.5000,  112.35,    5.60,
  292.5000,  110.35,    3.01,
  292.5000,  108.35,    0.68,
  292.5000,  106.35,    0.00,
  292.5000,  104.35,    0.00,
  292.5000,  102.35,    0.00,
  292.5000,  100.35,    0.00,
  292.5000,   98.35,    0.00,
  292.5000,   96.35,    0.00,
  292.5000,   94.35,    0.09,
  292.5000,   92.35,    0.85,
  292.5000,   90.35,    2.97,
  292.5000,   88.35,    5.65,
  292.5000,   86.35,    7.24,
  292.5000,   84.35,    9.70,
  292.5000,   82.35,   12.50,
  292.5000,   80.35,   12.50,
  292.5000,   78.35,   12.50,
  292.5000,   76.35,   12.50,
  292.5000,   74.35,   12.50,
  292.5000,   72.35,   12.50,
  292.5000,   70.35,   12.50,
  292.5000,   68.35,   12.50,
  293.5000,  123.89,  -99.00,
  293.5000,  123.79,    6.31,
  293.5000,  120.35,    6.23,
  293.5000,  118.35,    6.15,
  293.5000,  116.35,    6.12,
  293.5000,  114.35,    6.12,
  293.5000,  112.35,    6.11,
  293.5000,  110.35,    5.22,
  293.5000,  108.35,    0.00,
  293.5000,  106.35,    0.00,
  293.5000,  104.35,    0.00,
  293.5000,  102.35,    0.00,
  293.5000,  100.35,    0.00,
  293.5000,   98.35,    0.00,
  293.5000,   96.35,    0.00,
  293.5000,   94.35,    0.00,
  293.5000,   92.35,    0.00,
  293.5000,   90.35,    0.00,
  293.5000,   88.35,    0.75,
  293.5000,   86.35,    2.92,
  293.5000,   84.35,    5.02,
  293.5000,   82.35,    8.06,
  293.5000,   80.35,   11.36,
  293.5000,   78.35,   12.49,
  293.5000,   76.35,   12.49,
  293.5000,   74.35,   12.49,
  293.5000,   72.35,   12.49,
  293.5000,   70.35,   12.49,
  293.5000,   68.35,   12.49,
  294.5000,  123.89,  -99.00,
  294.5000,  123.79,    6.70,
  294.5000,  120.35,    6.64,
  294.5000,  118.35,    6.59,
  294.5000,  116.35,    6.58,
  294.5000,  114.35,    6.58,
  294.5000,  112.35,    6.58,
  294.5000,  110.35,    5.51,
  294.5000,  108.35,    1.01,
  294.5000,  106.35,    0.00,
  294.5000,  104.35,    0.00,
  294.5000,  102.35,    0.00,
  294.5000,  100.35,    0.00,
  294.5000,   98.35,    0.00,
  294.5000,   96.35,    0.00,
  294.5000,   94.35,    0.19,
  294.5000,   92.35,    1.27,
  294.5000,   90.35,    3.46,
  294.5000,   88.35,    6.10,
  294.5000,   86.35,    8.08,
  294.5000,   84.35,   10.67,
  294.5000,   82.35,   12.51,
  294.5000,   80.35,   12.51,
  294.5000,   78.35,   12.51,
  294.5000,   76.35,   12.51,
  294.5000,   74.35,   12.51,
  294.5000,   72.35,   12.51,
  294.5000,   70.35,   12.51,
  294.5000,   68.35,   12.51,
  295.5000,  123.89,  -99.00,
  295.5000,  123.79,    6.94,
  295.5000,  120.35,    6.87,
  295.5000,  118.35,    6.82,
  295.5000,  116.35,    6.80,
  295.5000,  114.35,    6.79,
  295.5000,  112.35,    6.77,
  295.5000,  110.35,    5.96,
  295.5000,  108.35,    1.76,
  295.5000,  106.35,    0.00,
  295.5000,  104.35,    0.00,
  295.5000,  102.35,    0.00,
  295.5000,  100.35,    0.00,
  295.5000,   98.35,    0.00,
  295.5000,   96.35,    0.00,
  295.5000,   94.35,    0.00,
  295.5000,   92.35,    0.00,
  295.5000,   90.35,    0.78,
  295.5000,   88.35,    3.24,
  295.5000,   86.35,    5.68,
  295.5000,   84.35,    8.21,
  295.5000,   82.35,   11.35,
  295.5000,   80.35,   12.50,
  295.5000,   78.35,   12.50,
  295.5000,   76.35,   12.50,
  295.5000,   74.35,   12.50,
  295.5000,   72.35,   12.50,
  295.5000,   70.35,   12.50,
  295.5000,   68.35,   12.50,
  296.5000,  123.89,  -99.00,
  296.5000,  123.79,    7.00,
  296.5000,  120.35,    6.93,
  296.5000,  118.35,    6.87,
  296.5000,  116.35,    6.85,
  296.5000,  114.35,    6.77,
  296.5000,  112.35,    5.96,
  296.5000,  110.35,    4.27,
  296.5000,  108.35,    0.93,
  296.5000,  106.35,    0.00,
  296.5000,  104.35,    0.00,
  296.5000,  102.35,    0.00,
  296.5000,  100.35,    0.00,
  296.5000,   98.35,    0.00,
  296.5000,   96.35,    0.00,
  296.5000,   94.35,    0.00,
  296.5000,   92.35,    0.19,
  296.5000,   90.35,    1.57,
  296.5000,   88.35,    4.42,
  296.5000,   86.35,    6.68,
  296.5000,   84.35,    9.22,
  296.5000,   82.35,   12.26,
  296.5000,   80.35,   12.51,
  296.5000,   78.35,   12.51,
  296.5000,   76.35,   12.51,
  296.5000,   74.35,   12.51,
  296.5000,   72.35,   12.51,
  296.5000,   70.35,   12.51,
  296.5000,   68.35,   12.51,
  297.5000,  123.89,  -99.00,
  297.5000,  123.79,    6.85,
  297.5000,  120.35,    6.77,
  297.5000,  118.35,    6.72,
  297.5000,  116.35,    6.70,
  297.5000,  114.35,    6.57,
  297.5000,  112.35,    5.70,
  297.5000,  110.35,    2.59,
  297.5000,  108.35,    0.37,
  297.5000,  106.35,    0.00,
  297.5000,  104.35,    0.00,
  297.5000,  102.35,    0.00,
  297.5000,  100.35,    0.00,
  297.5000,   98.35,    0.00,
  297.5000,   96.35,    0.00,
  297.5000,   94.35,    0.00,
  297.5000,   92.35,    0.00,
  297.5000,   90.35,    0.56,
  297.5000,   88.35,    2.96,
  297.5000,   86.35,    5.23,
  297.5000,   84.35,    7.44,
  297.5000,   82.35,   10.95,
  297.5000,   80.35,   12.50,
  297.5000,   78.35,   12.50,
  297.5000,   76.35,   12.50,
  297.5000,   74.35,   12.50,
  297.5000,   72.35,   12.50,
  297.5000,   70.35,   12.50,
  297.5000,   68.35,   12.50,
  298.5000,  123.90,  -99.00,
  298.5000,  123.80,    6.66,
  298.5000,  120.35,    6.66,
  298.5000,  118.35,    6.66,
  298.5000,  116.35,    6.66,
  298.5000,  114.35,    6.66,
  298.5000,  112.35,    6.66,
  298.5000,  110.35,    6.66,
  298.5000,  108.35,    5.69,
  298.5000,  106.35,    1.73,
  298.5000,  104.35,    0.07,
  298.5000,  102.35,    0.00,
  298.5000,  100.35,    0.00,
  298.5000,   98.35,    0.00,
  298.5000,   96.35,    0.00,
  298.5000,   94.35,    0.00,
  298.5000,   92.35,    0.00,
  298.5000,   90.35,    0.91,
  298.5000,   88.35,    3.55,
  298.5000,   86.35,    5.63,
  298.5000,   84.35,    7.69,
  298.5000,   82.35,   11.13,
  298.5000,   80.35,   12.50,
  298.5000,   78.35,   12.50,
  298.5000,   76.35,   12.50,
  298.5000,   74.35,   12.50,
  298.5000,   72.35,   12.50,
  298.5000,   70.35,   12.50,
  298.5000,   68.35,   12.50,
  299.5000,  123.89,  -99.00,
  299.5000,  123.79,    6.83,
  299.5000,  120.35,    6.75,
  299.5000,  118.35,    6.73,
  299.5000,  116.35,    6.73,
  299.5000,  114.35,    6.73,
  299.5000,  112.35,    6.73,
  299.5000,  110.35,    6.73,
  299.5000,  108.35,    6.73,
  299.5000,  106.35,    3.31,
  299.5000,  104.35,    0.27,
  299.5000,  102.35,    0.00,
  299.5000,  100.35,    0.00,
  299.5000,   98.35,    0.00,
  299.5000,   96.35,    0.00,
  299.5000,   94.35,    0.02,
  299.5000,   92.35,    0.69,
  299.5000,   90.35,    2.47,
  299.5000,   88.35,    5.02,
  299.5000,   86.35,    6.63,
  299.5000,   84.35,    8.91,
  299.5000,   82.35,   12.05,
  299.5000,   80.35,   12.50,
  299.5000,   78.35,   12.50,
  299.5000,   76.35,   12.50,
  299.5000,   74.35,   12.50,
  299.5000,   72.35,   12.50,
  299.5000,   70.35,   12.50,
  299.5000,   68.35,   12.50,
  300.5000,  123.89,  -99.00,
  300.5000,  123.79,    6.90,
  300.5000,  120.35,    6.90,
  300.5000,  118.35,    6.90,
  300.5000,  116.35,    6.87,
  300.5000,  114.35,    6.77,
  300.5000,  112.35,    6.30,
  300.5000,  110.35,    4.94,
  300.5000,  108.35,    3.45,
  300.5000,  106.35,    0.98,
  300.5000,  104.35,    0.00,
  300.5000,  102.35,    0.00,
  300.5000,  100.35,    0.00,
  300.5000,   98.35,    0.00,
  300.5000,   96.35,    0.00,
  300.5000,   94.35,    0.00,
  300.5000,   92.35,    0.00,
  300.5000,   90.35,    0.00,
  300.5000,   88.35,    0.00,
  300.5000,   86.35,    0.61,
  300.5000,   84.35,    2.34,
  300.5000,   82.35,    4.54,
  300.5000,   80.35,    7.99,
  300.5000,   78.35,   11.05,
  300.5000,   76.35,   12.27,
  300.5000,   74.35,   12.37,
  300.5000,   72.35,   12.37,
  300.5000,   70.35,   12.37,
  300.5000,   68.35,   12.37,
  301.5000,  123.89,  -99.00,
  301.5000,  123.79,    6.65,
  301.5000,  120.35,    6.61,
  301.5000,  118.35,    6.59,
  301.5000,  116.35,    6.45,
  301.5000,  114.35,    6.06,
  301.5000,  112.35,    5.00,
  301.5000,  110.35,    3.99,
  301.5000,  108.35,    3.00,
  301.5000,  106.35,    0.83,
  301.5000,  104.35,    0.00,
  301.5000,  102.35,    0.00,
  301.5000,  100.35,    0.00,
  301.5000,   98.35,    0.00,
  301.5000,   96.35,    0.00,
  301.5000,   94.35,    0.00,
  301.5000,   92.35,    0.19,
  301.5000,   90.35,    1.11,
  301.5000,   88.35,    3.14,
  301.5000,   86.35,    5.50,
  301.5000,   84.35,    7.99,
  301.5000,   82.35,   10.70,
  301.5000,   80.35,   11.92,
  301.5000,   78.35,   11.92,
  301.5000,   76.35,   11.92,
  301.5000,   74.35,   11.92,
  301.5000,   72.35,   11.92,
  301.5000,   70.35,   11.92,
  301.5000,   68.35,   11.92,
  302.5000,  123.90,  -99.00,
  302.5000,  123.80,    6.66,
  302.5000,  120.35,    6.66,
  302.5000,  118.35,    6.66,
  302.5000,  116.35,    6.66,
  302.5000,  114.35,    6.66,
  302.5000,  112.35,    6.66,
  302.5000,  110.35,    6.66,
  302.5000,  108.35,    6.66,
  302.5000,  106.35,    5.96,
  302.5000,  104.35,    1.72,
  302.5000,  102.35,    0.00,
  302.5000,  100.35,    0.00,
  302.5000,   98.35,    0.00,
  302.5000,   96.35,    0.00,
  302.5000,   94.35,    0.00,
  302.5000,   92.35,    0.01,
  302.5000,   90.35,    0.69,
  302.5000,   88.35,    2.44,
  302.5000,   86.35,    4.85,
  302.5000,   84.35,    7.42,
  302.5000,   82.35,   11.09,
  302.5000,   80.35,   11.57,
  302.5000,   78.35,   11.57,
  302.5000,   76.35,   11.57,
  302.5000,   74.35,   11.57,
  302.5000,   72.35,   11.57,
  302.5000,   70.35,   11.57,
  302.5000,   68.35,   11.57,
  303.5000,  123.89,  -99.00,
  303.5000,  123.79,    6.78,
  303.5000,  120.35,    6.76,
  303.5000,  118.35,    6.74,
  303.5000,  116.35,    6.73,
  303.5000,  114.35,    6.72,
  303.5000,  112.35,    6.72,
  303.5000,  110.35,    6.72,
  303.5000,  108.35,    6.59,
  303.5000,  106.35,    4.10,
  303.5000,  104.35,    0.42,
  303.5000,  102.35,    0.00,
  303.5000,  100.35,    0.00,
  303.5000,   98.35,    0.00,
  303.5000,   96.35,    0.00,
  303.5000,   94.35,    0.14,
  303.5000,   92.35,    0.93,
  303.5000,   90.35,    2.28,
  303.5000,   88.35,    4.13,
  303.5000,   86.35,    6.20,
  303.5000,   84.35,    8.64,
  303.5000,   82.35,   11.14,
  303.5000,   80.35,   11.36,
  303.5000,   78.35,   11.36,
  303.5000,   76.35,   11.36,
  303.5000,   74.35,   11.36,
  303.5000,   72.35,   11.36,
  303.5000,   70.35,   11.36,
  303.5000,   68.35,   11.36,
  304.5000,  123.89,  -99.00,
  304.5000,  123.79,    6.79,
  304.5000,  120.35,    6.75,
  304.5000,  118.35,    6.73,
  304.5000,  116.35,    6.72,
  304.5000,  114.35,    6.71,
  304.5000,  112.35,    6.70,
  304.5000,  110.35,    6.05,
  304.5000,  108.35,    5.05,
  304.5000,  106.35,    3.14,
  304.5000,  104.35,    1.03,
  304.5000,  102.35,    0.10,
  304.5000,  100.35,    0.00,
  304.5000,   98.35,    0.00,
  304.5000,   96.35,    0.00,
  304.5000,   94.35,    0.00,
  304.5000,   92.35,    0.00,
  304.5000,   90.35,    0.00,
  304.5000,   88.35,    0.11,
  304.5000,   86.35,    0.81,
  304.5000,   84.35,    1.78,
  304.5000,   82.35,    3.37,
  304.5000,   80.35,    6.40,
  304.5000,   78.35,    9.50,
  304.5000,   76.35,   11.01,
  304.5000,   74.35,   11.13,
  304.5000,   72.35,   11.13,
  304.5000,   70.35,   11.13,
  304.5000,   68.35,   11.13,
  305.5000,  123.89,  -99.00,
  305.5000,  123.79,    6.79,
  305.5000,  120.35,    6.74,
  305.5000,  118.35,    6.72,
  305.5000,  116.35,    6.71,
  305.5000,  114.35,    6.70,
  305.5000,  112.35,    6.68,
  305.5000,  110.35,    6.51,
  305.5000,  108.35,    4.83,
  305.5000,  106.35,    2.90,
  305.5000,  104.35,    0.81,
  305.5000,  102.35,    0.02,
  305.5000,  100.35,    0.00,
  305.5000,   98.35,    0.00,
  305.5000,   96.35,    0.00,
  305.5000,   94.35,    0.00,
  305.5000,   92.35,    0.25,
  305.5000,   90.35,    1.21,
  305.5000,   88.35,    2.63,
  305.5000,   86.35,    4.42,
  305.5000,   84.35,    6.65,
  305.5000,   82.35,    9.20,
  305.5000,   80.35,   10.77,
  305.5000,   78.35,   10.77,
  305.5000,   76.35,   10.77,
  305.5000,   74.35,   10.77,
  305.5000,   72.35,   10.77,
  305.5000,   70.35,   10.77,
  305.5000,   68.35,   10.77,
  306.5000,  123.89,  -99.00,
  306.5000,  123.79,    6.66,
  306.5000,  120.35,    6.60,
  306.5000,  118.35,    6.57,
  306.5000,  116.35,    6.57,
  306.5000,  114.35,    6.57,
  306.5000,  112.35,    6.57,
  306.5000,  110.35,    6.57,
  306.5000,  108.35,    6.55,
  306.5000,  106.35,    3.67,
  306.5000,  104.35,    0.82,
  306.5000,  102.35,    0.00,
  306.5000,  100.35,    0.00,
  306.5000,   98.35,    0.00,
  306.5000,   96.35,    0.00,
  306.5000,   94.35,    0.00,
  306.5000,   92.35,    0.03,
  306.5000,   90.35,    0.84,
  306.5000,   88.35,    2.35,
  306.5000,   86.35,    4.32,
  306.5000,   84.35,    6.60,
  306.5000,   82.35,    9.04,
  306.5000,   80.35,   10.65,
  306.5000,   78.35,   10.65,
  306.5000,   76.35,   10.65,
  306.5000,   74.35,   10.65,
  306.5000,   72.35,   10.65,
  306.5000,   70.35,   10.65,
  306.5000,   68.35,   10.65,
  307.5000,  123.89,  -99.00,
  307.5000,  123.79,    6.71,
  307.5000,  120.35,    6.66,
  307.5000,  118.35,    6.64,
  307.5000,  116.35,    6.64,
  307.5000,  114.35,    6.63,
  307.5000,  112.35,    6.51,
  307.5000,  110.35,    5.79,
  307.5000,  108.35,    4.72,
  307.5000,  106.35,    2.22,
  307.5000,  104.35,    0.37,
  307.5000,  102.35,    0.00,
  307.5000,  100.35,    0.00,
  307.5000,   98.35,    0.00,
  307.5000,   96.35,    0.00,
  307.5000,   94.35,    0.00,
  307.5000,   92.35,    0.00,
  307.5000,   90.35,    0.25,
  307.5000,   88.35,    1.37,
  307.5000,   86.35,    3.12,
  307.5000,   84.35,    4.88,
  307.5000,   82.35,    8.64,
  307.5000,   80.35,   10.19,
  307.5000,   78.35,   10.22,
  307.5000,   76.35,   10.22,
  307.5000,   74.35,   10.22,
  307.5000,   72.35,   10.22,
  307.5000,   70.35,   10.22,
  307.5000,   68.35,   10.22,
  308.5000,  123.89,  -99.00,
  308.5000,  123.79,    6.74,
  308.5000,  120.35,    6.68,
  308.5000,  118.35,    6.64,
  308.5000,  116.35,    6.62,
  308.5000,  114.35,    6.65,
  308.5000,  112.35,    5.91,
  308.5000,  110.35,    5.20,
  308.5000,  108.35,    4.06,
  308.5000,  106.35,    1.98,
  308.5000,  104.35,    0.41,
  308.5000,  102.35,    0.00,
  308.5000,  100.35,    0.00,
  308.5000,   98.35,    0.00,
  308.5000,   96.35,    0.00,
  308.5000,   94.35,    0.00,
  308.5000,   92.35,    0.00,
  308.5000,   90.35,    0.53,
  308.5000,   88.35,    1.69,
  308.5000,   86.35,    3.20,
  308.5000,   84.35,    4.74,
  308.5000,   82.35,    8.61,
  308.5000,   80.35,    9.87,
  308.5000,   78.35,    9.93,
  308.5000,   76.35,    9.93,
  308.5000,   74.35,    9.93,
  308.5000,   72.35,    9.93,
  308.5000,   70.35,    9.93,
  308.5000,   68.35,    9.93,
  309.5000,  123.89,  -99.00,
  309.5000,  123.79,    7.06,
  309.5000,  120.35,    7.01,
  309.5000,  118.35,    6.92,
  309.5000,  116.35,    6.91,
  309.5000,  114.35,    6.91,
  309.5000,  112.35,    6.91,
  309.5000,  110.35,    6.91,
  309.5000,  108.35,    5.32,
  309.5000,  106.35,    2.36,
  309.5000,  104.35,    0.35,
  309.5000,  102.35,    0.00,
  309.5000,  100.35,    0.00,
  309.5000,   98.35,    0.00,
  309.5000,   96.35,    0.00,
  309.5000,   94.35,    0.00,
  309.5000,   92.35,    0.07,
  309.5000,   90.35,    0.79,
  309.5000,   88.35,    1.96,
  309.5000,   86.35,    3.29,
  309.5000,   84.35,    4.79,
  309.5000,   82.35,    7.95,
  309.5000,   80.35,    9.79,
  309.5000,   78.35,    9.79,
  309.5000,   76.35,    9.79,
  309.5000,   74.35,    9.79,
  309.5000,   72.35,    9.79,
  309.5000,   70.35,    9.79,
  309.5000,   68.35,    9.79,
  310.5000,  123.89,  -99.00,
  310.5000,  123.79,    7.11,
  310.5000,  120.35,    7.07,
  310.5000,  118.35,    7.05,
  310.5000,  116.35,    7.06,
  310.5000,  114.35,    7.07,
  310.5000,  112.35,    7.07,
  310.5000,  110.35,    7.07,
  310.5000,  108.35,    5.07,
  310.5000,  106.35,    1.90,
  310.5000,  104.35,    0.11,
  310.5000,  102.35,    0.00,
  310.5000,  100.35,    0.00,
  310.5000,   98.35,    0.00,
  310.5000,   96.35,    0.00,
  310.5000,   94.35,    0.00,
  310.5000,   92.35,    0.02,
  310.5000,   90.35,    0.67,
  310.5000,   88.35,    1.79,
  310.5000,   86.35,    3.08,
  310.5000,   84.35,    4.38,
  310.5000,   82.35,    6.94,
  310.5000,   80.35,    9.44,
  310.5000,   78.35,    9.67,
  310.5000,   76.35,    9.67,
  310.5000,   74.35,    9.67,
  310.5000,   72.35,    9.67,
  310.5000,   70.35,    9.67,
  310.5000,   68.35,    9.67,
  311.5000,  123.89,  -99.00,
  311.5000,  123.79,    6.89,
  311.5000,  120.35,    6.84,
  311.5000,  118.35,    6.81,
  311.5000,  116.35,    6.81,
  311.5000,  114.35,    6.80,
  311.5000,  112.35,    5.63,
  311.5000,  110.35,    4.65,
  311.5000,  108.35,    3.19,
  311.5000,  106.35,    1.40,
  311.5000,  104.35,    0.18,
  311.5000,  102.35,    0.00,
  311.5000,  100.35,    0.00,
  311.5000,   98.35,    0.00,
  311.5000,   96.35,    0.00,
  311.5000,   94.35,    0.00,
  311.5000,   92.35,    0.00,
  311.5000,   90.35,    0.00,
  311.5000,   88.35,    0.08,
  311.5000,   86.35,    1.08,
  311.5000,   84.35,    2.19,
  311.5000,   82.35,    3.65,
  311.5000,   80.35,    6.55,
  311.5000,   78.35,    9.09,
  311.5000,   76.35,    9.48,
  311.5000,   74.35,    9.48,
  311.5000,   72.35,    9.48,
  311.5000,   70.35,    9.48,
  311.5000,   68.35,    9.48,
  312.5000,  123.90,  -99.00,
  312.5000,  123.80,    7.24,
  312.5000,  120.35,    7.17,
  312.5000,  118.35,    7.12,
  312.5000,  116.35,    7.09,
  312.5000,  114.35,    7.08,
  312.5000,  112.35,    6.69,
  312.5000,  110.35,    6.69,
  312.5000,  108.35,    4.83,
  312.5000,  106.35,    2.27,
  312.5000,  104.35,    0.42,
  312.5000,  102.35,    0.00,
  312.5000,  100.35,    0.00,
  312.5000,   98.35,    0.00,
  312.5000,   96.35,    0.00,
  312.5000,   94.35,    0.00,
  312.5000,   92.35,    0.01,
  312.5000,   90.35,    0.60,
  312.5000,   88.35,    1.76,
  312.5000,   86.35,    3.10,
  312.5000,   84.35,    4.73,
  312.5000,   82.35,    7.24,
  312.5000,   80.35,    9.21,
  312.5000,   78.35,    9.21,
  312.5000,   76.35,    9.21,
  312.5000,   74.35,    9.21,
  312.5000,   72.35,    9.21,
  312.5000,   70.35,    9.21,
  312.5000,   68.35,    9.21,
  313.5000,  123.89,  -99.00,
  313.5000,  123.79,    7.54,
  313.5000,  120.35,    7.49,
  313.5000,  118.35,    7.46,
  313.5000,  116.35,    7.46,
  313.5000,  114.35,    7.47,
  313.5000,  112.35,    7.25,
  313.5000,  110.35,    7.06,
  313.5000,  108.35,    5.25,
  313.5000,  106.35,    1.31,
  313.5000,  104.35,    0.00,
  313.5000,  102.35,    0.00,
  313.5000,  100.35,    0.00,
  313.5000,   98.35,    0.00,
  313.5000,   96.35,    0.00,
  313.5000,   94.35,    0.06,
